record_type,family_id,family_name,segment_id,taxonomy_segment,repo_segment,planet,target_field_id,operation,applicability,source_brand,source_channel,source_type,connection_method,evidence_ceiling,visibility,freshness_rule,consent_requirement,activation_rule,rationale,authority_reference,status,implementation_note
field_override,F6,Music Creator / Composer / Producer,,,,,backline_list_file,set_applicability,na,,,,,,,,,,No backline gap for a non-live creator offer.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F6,Music Creator / Composer / Producer,,,,,lighting_plot_file,set_applicability,na,,,,,,,,,,No lighting gap for a non-live creator offer.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F6,Music Creator / Composer / Producer,,,,,monitor_requirements,set_applicability,na,,,,,,,,,,No stage-monitor gap for a non-live creator offer.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F6,Music Creator / Composer / Producer,,,,,foh_requirements,set_applicability,na,,,,,,,,,,No FOH gap for a non-live creator offer.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F6,Music Creator / Composer / Producer,,,,,stage_dimensions_required,set_applicability,na,,,,,,,,,,No stage-dimension gap for a non-live creator offer.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F6,Music Creator / Composer / Producer,,,,,changeover_time,set_applicability,na,,,,,,,,,,No changeover gap for a non-live creator offer.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F6,Music Creator / Composer / Producer,,,,,soundcheck_duration,set_applicability,na,,,,,,,,,,No soundcheck gap for a non-live creator offer.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F6,Music Creator / Composer / Producer,,,,,load_in_time,set_applicability,na,,,,,,,,,,No load-in gap for a non-live creator offer.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F6,Music Creator / Composer / Producer,,,,,load_out_time,set_applicability,na,,,,,,,,,,No load-out gap for a non-live creator offer.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F6,Music Creator / Composer / Producer,,,,,crew_size,set_applicability,conditional,,,,,,,,,,Relevant for a production collective or live offer.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F6,Music Creator / Composer / Producer,,,,,production_footprint,set_applicability,conditional,,,,,,,,,,Remote/studio footprint replaces stage footprint unless live.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F6,Music Creator / Composer / Producer,,,,,travel_requirements,set_applicability,na,,,,,,,,,,No travel gap for a remote creator offer.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_override,F6,Music Creator / Composer / Producer,,,,,accommodation_requirements,set_applicability,na,,,,,,,,,,No accommodation gap for a remote creator offer.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Radar-Applicability|Radar-Activation-Rules,reasoned_proposal,"Validate the field_id against F1 before generating the family registry; missing IDs become an audit item, not an invented alias."
field_addition,F2,Vocal Artist,04,Creative Quality & Differentiation,Creative Quality & Differentiation,identity,vocal_classification,add_field,conditional,LOCK,artist declaration,declared,declaration,self-reported,artist,review-365d,artist declaration,,Vocal classification supports specialist repertoire and production planning.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F2,Vocal Artist,04,Creative Quality & Differentiation,Creative Quality & Differentiation,identity,vocal_range_band,add_field,conditional,LOCK,artist declaration,declared,declaration,self-reported,artist,review-180d,artist declaration,,Use a practical performance band; never medicalize or grade the voice.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F2,Vocal Artist,03,Catalog / Repertoire,Catalogue / Repertoire,music,sung_languages,add_field,required,LOCK,artist declaration,declared,declaration,self-reported,passport-eligible,review-365d,artist declaration,,Language is material to repertoire and booking context.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F2,Vocal Artist,03,Catalog / Repertoire,Catalogue / Repertoire,music,repertoire_mode,add_field,required,LOCK,artist declaration,declared,declaration,self-reported,passport-eligible,review-365d,artist declaration,,"Original; cover; tribute; mixed are repertoire configuration, not family labels.",https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F2,Vocal Artist,15,Technical & Production Readiness,Technical & Production,live,backing_track_specification,add_field,conditional,LOCK,artist upload,document,upload,supporting,buyer-context,review-180d,artist upload,,File format and playback responsibility affect delivery.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F2,Vocal Artist,16,"Team, Management & Execution","Team, Management & Execution",prokit,accompanist_configuration,add_field,conditional,LOCK,artist declaration,declared,declaration,self-reported,buyer-context,review-180d,artist declaration,,"Accompanists are configuration/roles, not a different family.",https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F2,Vocal Artist,15,Technical & Production Readiness,Technical & Production,live,vocal_microphone_preference,add_field,required,LOCK,artist declaration,declared,declaration,self-reported,buyer-context,review-180d,artist declaration,,Captures preferred microphone and wireless requirements.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F2,Vocal Artist,15,Technical & Production Readiness,Technical & Production,live,vocal_soundcheck_requirement,add_field,conditional,LOCK,artist declaration,declared,declaration,self-reported,buyer-context,review-180d,artist declaration,,Opportunity-specific soundcheck requirement.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F2,Vocal Artist,12,"Reputation, Trust & Reliability","Reputation, Trust & Reviews",proof,vocal_delivery_reference,add_field,conditional,Event Producer,bounded delivery confirmation,entity,counterparty,verified,passport-eligible,per-event,bounded magic link,,Confirms live vocal delivery for one event only.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F3,Instrumental Artist,01,Identity & Entity Resolution,Identity & Entity Resolution,identity,primary_instrument_id,add_field,required,Instrument Taxonomy,controlled reference,platform,url,supporting,passport-eligible,review-365d,artist-confirmed selection,,Use the canonical Instrument Taxonomy ID.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F3,Instrumental Artist,01,Identity & Entity Resolution,Identity & Entity Resolution,identity,secondary_instrument_ids,add_field,conditional,Instrument Taxonomy,controlled reference,platform,url,supporting,artist,review-365d,artist-confirmed selection,,Multi-select only where professionally material.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F3,Instrumental Artist,15,Technical & Production Readiness,Technical & Production,live,instrument_setup,add_field,required,LOCK,artist declaration,declared,declaration,self-reported,buyer-context,review-180d,artist declaration,,Defines the bookable instrument setup.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F3,Instrumental Artist,15,Technical & Production Readiness,Technical & Production,live,amplification_or_di_requirements,add_field,required,LOCK,artist declaration,declared,declaration,self-reported,buyer-context,review-180d,artist declaration,,Amplification and DI needs materially affect feasibility.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F3,Instrumental Artist,15,Technical & Production Readiness,Technical & Production,live,instrument_microphone_requirements,add_field,conditional,LOCK,artist declaration,declared,declaration,self-reported,buyer-context,review-180d,artist declaration,,Required where acoustic capture is needed.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F3,Instrumental Artist,15,Technical & Production Readiness,Technical & Production,live,tuning_requirements,add_field,conditional,LOCK,artist declaration,declared,declaration,self-reported,buyer-context,review-180d,artist declaration,,Captures non-standard or fixed tuning constraints.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F3,Instrumental Artist,15,Technical & Production Readiness,Technical & Production,live,instrument_changeover_time,add_field,conditional,LOCK,artist declaration,declared,declaration,self-reported,buyer-context,review-180d,artist declaration,,Relevant to multi-instrument and festival changeovers.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F3,Instrumental Artist,15,Technical & Production Readiness,Technical & Production,live,instrument_transport_requirements,add_field,conditional,LOCK,artist declaration,declared,declaration,self-reported,buyer-context,review-180d,artist declaration,,Transport and handling can determine event feasibility.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F3,Instrumental Artist,15,Technical & Production Readiness,Technical & Production,live,instrument_backup_or_substitute,add_field,conditional,LOCK,artist declaration,declared,declaration,self-reported,buyer-context,review-180d,artist declaration,,Failure-recovery capability without grading the artist.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F3,Instrumental Artist,04,Creative Quality & Differentiation,Creative Quality & Differentiation,identity,improvisation_capability,add_field,conditional,LOCK,artist declaration,declared,declaration,self-reported,passport-eligible,review-365d,artist declaration,,Activated for F3-03 or relevant opportunity roles.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F3,Instrumental Artist,15,Technical & Production Readiness,Technical & Production,live,live_looping_system,add_field,conditional,LOCK,artist upload,document,upload,supporting,buyer-context,review-180d,artist upload,,Activated for F3-05; documents loop architecture and fallback.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F3,Instrumental Artist,04,Creative Quality & Differentiation,Creative Quality & Differentiation,identity,score_or_chart_reading_capability,add_field,conditional,LOCK,artist declaration,declared,declaration,self-reported,artist,review-365d,artist declaration,,Role-dependent capability; never a universal requirement.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F4,Band / Ensemble,16,"Team, Management & Execution","Team, Management & Execution",prokit,member_count_band,add_field,required,LOCK,artist declaration,declared,declaration,self-reported,buyer-context,review-90d,artist declaration,,Band only; individual identities remain separately governed.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F4,Band / Ensemble,16,"Team, Management & Execution","Team, Management & Execution",prokit,core_lineup,add_field,required,LOCK,artist upload,document,upload,supporting,buyer-context,review-90d,artist upload,,Names/roles require member consent; public visibility is separate.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F4,Band / Ensemble,16,"Team, Management & Execution","Team, Management & Execution",prokit,lineup_stability,add_field,required,LOCK,artist declaration,declared,declaration,self-reported,artist,review-90d,artist declaration,,Describe stable/core/rotating state; never convert to a score.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F4,Band / Ensemble,16,"Team, Management & Execution","Team, Management & Execution",prokit,substitute_policy,add_field,required,LOCK,artist upload,document,upload,supporting,buyer-context,review-180d,artist upload,,Defines continuity when a member is unavailable.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F4,Band / Ensemble,16,"Team, Management & Execution","Team, Management & Execution",prokit,rotating_lineup_rules,add_field,conditional,LOCK,artist upload,document,upload,supporting,buyer-context,review-180d,artist upload,,Required for collectives or rotating ensembles.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F4,Band / Ensemble,16,"Team, Management & Execution","Team, Management & Execution",prokit,musical_director,add_field,conditional,Musical Director,role confirmation,entity,counterparty,verified,buyer-context,review-365d,bounded magic link,,Confirms role and authority only.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F4,Band / Ensemble,16,"Team, Management & Execution","Team, Management & Execution",prokit,rehearsal_process,add_field,supporting,LOCK,artist declaration,declared,declaration,self-reported,artist,review-180d,artist declaration,,Operational process; not an artistic grade.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F4,Band / Ensemble,16,"Team, Management & Execution","Team, Management & Execution",prokit,member_availability_process,add_field,required,LOCK,artist declaration,declared,declaration,self-reported,buyer-context,review-90d,artist declaration,,"Availability must be act-level, not inferred from one member.",https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F4,Band / Ensemble,15,Technical & Production Readiness,Technical & Production,live,monitor_mix_count,add_field,required,LOCK,artist upload,document,upload,supporting,buyer-context,review-180d,artist upload,,Production requirement for multi-member monitoring.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F4,Band / Ensemble,15,Technical & Production Readiness,Technical & Production,live,stage_input_count_band,add_field,required,LOCK,artist upload,document,upload,supporting,buyer-context,review-180d,artist upload,,Band only; full input list remains the source artifact.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F4,Band / Ensemble,15,Technical & Production Readiness,Technical & Production,live,travel_party_size_band,add_field,required,LOCK,artist declaration,declared,declaration,self-reported,buyer-context,review-90d,artist declaration,,Includes performers and essential crew.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F4,Band / Ensemble,15,Technical & Production Readiness,Technical & Production,live,accommodation_room_count_band,add_field,conditional,LOCK,artist declaration,declared,declaration,self-reported,buyer-context,per-event,artist declaration,,Opportunity-specific accommodation planning.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F4,Band / Ensemble,14,"Business, Legal & Rights Readiness","Business, Legal & Rights",prokit,shared_contracting_entity,add_field,required,Contracting Entity,authority confirmation,entity,counterparty,verified,buyer-context,review-365d,bounded magic link,,One contracting path must be clear for the act.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F4,Band / Ensemble,18,Career Trajectory & Opportunity Fit,Observed Career History & Change,proof,lineup_change_history,add_field,supporting,LOCK,system-derived record,document,derived,not-assessable,artist,refresh-on-source-change,system derivation,,Observed changes only; never a stability prediction.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F5,Live Electronic / Hybrid / Multidisciplinary Artist,15,Technical & Production Readiness,Technical & Production,live,live_system_architecture,add_field,required,LOCK,system diagram,document,upload,supporting,buyer-context,review-180d,artist upload,,Documents the live electronic/hybrid signal chain.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F5,Live Electronic / Hybrid / Multidisciplinary Artist,15,Technical & Production Readiness,Technical & Production,live,show_control_software,add_field,conditional,LOCK,artist declaration,declared,declaration,self-reported,buyer-context,review-180d,artist declaration,,Software dependency and version should be explicit.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F5,Live Electronic / Hybrid / Multidisciplinary Artist,15,Technical & Production Readiness,Technical & Production,live,hardware_inventory,add_field,required,LOCK,equipment inventory,document,upload,supporting,buyer-context,review-180d,artist upload,,Core hardware and ownership/access state.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F5,Live Electronic / Hybrid / Multidisciplinary Artist,15,Technical & Production Readiness,Technical & Production,live,synchronization_method,add_field,required,LOCK,system diagram,document,upload,supporting,buyer-context,review-180d,artist upload,,Synchronization is intrinsic to F5 reliability.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F5,Live Electronic / Hybrid / Multidisciplinary Artist,15,Technical & Production Readiness,Technical & Production,live,clock_or_timecode_requirements,add_field,conditional,LOCK,technical specification,document,upload,supporting,buyer-context,review-180d,artist upload,,Activated when external or internal sync is used.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F5,Live Electronic / Hybrid / Multidisciplinary Artist,15,Technical & Production Readiness,Technical & Production,live,redundancy_plan,add_field,required,LOCK,redundancy plan,document,upload,supporting,buyer-context,review-180d,artist upload,,Documents backups; never converted to a readiness score.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F5,Live Electronic / Hybrid / Multidisciplinary Artist,15,Technical & Production Readiness,Technical & Production,live,fallback_performance_mode,add_field,required,LOCK,artist declaration,declared,declaration,self-reported,buyer-context,review-180d,artist declaration,,Bounded fallback if a subsystem fails.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F5,Live Electronic / Hybrid / Multidisciplinary Artist,15,Technical & Production Readiness,Technical & Production,live,failure_recovery_procedure,add_field,required,LOCK,recovery procedure,document,upload,supporting,buyer-context,review-180d,artist upload,,"Operational procedure, not a quality grade.",https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F5,Live Electronic / Hybrid / Multidisciplinary Artist,15,Technical & Production Readiness,Technical & Production,live,stem_or_playback_configuration,add_field,conditional,LOCK,technical specification,document,upload,supporting,buyer-context,review-180d,artist upload,,Defines playback responsibility and routing.,https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
field_addition,F5,Live Electronic / Hybrid / Multidisciplinary Artist,15,Technical & Production Readiness,Technical & Production,live,network_requirements,add_field,conditional,LOCK,technical specification,document,upload,supporting,buyer-context,review-180d,artist upload,,"Required for networked, interactive or virtual systems.",https://docs.google.com/spreadsheets/d/1niGUdY-aSuWkVJy-FC1CyybgpEtKI2hDbhhwilHEXcw#Artist-Families|Canonical-Subtypes,proposed_for_registry_review,Add only after Claude verifies ID collision-free status and maps source/logo values through SOURCE-BRANDS.
